epoch,accuracy,loss,val_accuracy,val_loss
0,0.874666690826416,0.2782439589500427,0.8682170510292053,0.16213208436965942
1,0.9796363711357117,0.06577426940202713,0.9825581312179565,0.06002098694443703
2,0.9951515197753906,0.019366493448615074,0.979651153087616,0.07151975482702255
3,0.9985454678535461,0.0059224627912044525,0.9825581312179565,0.0697307288646698
4,0.9992727041244507,0.002885767724364996,0.9874030947685242,0.06346496939659119
5,0.9956363439559937,0.05667193606495857,0.9738371968269348,0.27922239899635315
6,0.9924848675727844,0.044092584401369095,0.979651153087616,0.33478865027427673
0,0.8569697141647339,0.28289544582366943,0.8682170510292053,0.15608610212802887
1,0.9760000109672546,0.09571326524019241,0.9563953280448914,0.11726061254739761
2,0.9929696917533875,0.025225860998034477,0.9844961166381836,0.05979737639427185
3,0.9970909357070923,0.010080537758767605,0.9835271239280701,0.07150056958198547
4,0.9992727041244507,0.00425878306850791,0.9864341020584106,0.06710554659366608
5,0.999515175819397,0.003178785555064678,0.9757751822471619,0.08822233974933624
6,0.9992727041244507,0.0029391043353825808,0.9883720874786377,0.06628391146659851
7,0.999515175819397,0.002113339491188526,0.9883720874786377,0.06742586940526962
0,0.8550302982330322,0.26578661799430847,0.8682170510292053,0.14904172718524933
1,0.980848491191864,0.07934484630823135,0.9844961166381836,0.060504525899887085
2,0.9941818118095398,0.017749391496181488,0.9883720874786377,0.04579034447669983
3,0.9985454678535461,0.00671656196936965,0.9912790656089783,0.04154118895530701
4,0.999515175819397,0.004139459691941738,0.9941860437393188,0.03964509442448616
5,0.999515175819397,0.0023967151064425707,0.9922480583190918,0.043187350034713745
6,0.9997575879096985,0.0016687099123373628,0.9854651093482971,0.052928172051906586
7,0.999515175819397,0.0014301033224910498,0.9903100728988647,0.04361923411488533
8,0.9997575879096985,0.0007887886022217572,0.9893410801887512,0.04864536225795746
9,0.9997575879096985,0.0008870911551639438,0.9912790656089783,0.04599000886082649
0,0.8744242191314697,0.2828019857406616,0.8682170510292053,0.15151549875736237
1,0.9757575988769531,0.07282108068466187,0.9864341020584106,0.12573854625225067
2,0.9975757598876953,0.008935813792049885,0.9835271239280701,0.1299232542514801
3,0.9980605840682983,0.013431299477815628,0.9786821603775024,0.08097263425588608
4,0.9987878799438477,0.007370248902589083,0.9864341020584106,0.06569156795740128
5,0.9990302920341492,0.005875332280993462,0.9854651093482971,0.06745176017284393
6,0.9992727041244507,0.003298419527709484,0.9864341020584106,0.07336835563182831
7,0.9723636507987976,0.2939843237400055,0.979651153087616,0.08786467462778091
8,0.9992727041244507,0.004060110077261925,0.9806201457977295,0.08146536350250244
9,0.999515175819397,0.003907298669219017,0.9806201457977295,0.08647602796554565
0,0.8763636350631714,0.2917052209377289,0.8682170510292053,0.15867982804775238
1,0.9677575826644897,0.08126220852136612,0.9854651093482971,0.07498080283403397
2,0.9944242238998413,0.018912922590970993,0.9854651093482971,0.05203157663345337
3,0.9990302920341492,0.006520918104797602,0.9893410801887512,0.049185704439878464
4,0.999515175819397,0.0032748612575232983,0.9893410801887512,0.05196153745055199
5,0.999515175819397,0.0024539967998862267,0.9883720874786377,0.05610086768865585
6,0.999515175819397,0.0018882353324443102,0.9893410801887512,0.05779500678181648
7,0.9997575879096985,0.001034185872413218,0.9893410801887512,0.055262334644794464
8,0.9997575879096985,0.000902840867638588,0.9874030947685242,0.06507526338100433
0,0.8773333430290222,0.27899810671806335,0.9738371968269348,0.10997001826763153
1,0.9842424392700195,0.05731074884533882,0.9903100728988647,0.03802929446101189
2,0.9949091076850891,0.015313184820115566,0.9835271239280701,0.047073643654584885
3,0.9990302920341492,0.004680975805968046,0.9912790656089783,0.0482129231095314
4,0.999515175819397,0.0026150010526180267,0.9864341020584106,0.060092560946941376
5,0.9992727041244507,0.0017591790528967977,0.9903100728988647,0.04730715975165367
6,0.999515175819397,0.0010171112371608615,0.9854651093482971,0.05786524713039398
0,0.9078788161277771,0.2818600535392761,0.9757751822471619,0.104974664747715
1,0.9835151433944702,0.05888485163450241,0.981589138507843,0.05932193994522095
2,0.9929696917533875,0.02340063638985157,0.9825581312179565,0.06195688992738724
3,0.996848464012146,0.0097236018627882,0.9854651093482971,0.060026656836271286
4,0.9992727041244507,0.004130660090595484,0.9825581312179565,0.08507176488637924
5,0.9992727041244507,0.0031089966651052237,0.9835271239280701,0.08294891566038132
6,0.9961212277412415,0.012389629147946835,0.9767441749572754,0.09532124549150467
0,0.9146666526794434,0.2594912052154541,0.9718992114067078,0.11634205281734467
1,0.9837575554847717,0.06307827681303024,0.9854651093482971,0.0472283773124218
2,0.9919999837875366,0.02891422063112259,0.9874030947685242,0.042782314121723175
3,0.9961212277412415,0.014905892312526703,0.9903100728988647,0.03743717446923256
4,0.9983030557632446,0.006008552387356758,0.9893410801887512,0.03837692737579346
5,0.999515175819397,0.0039841593243181705,0.9912790656089783,0.03918365016579628
6,0.9997575879096985,0.0023072087205946445,0.9903100728988647,0.03940941020846367
7,0.9992727041244507,0.001836663344874978,0.9912790656089783,0.03969379886984825
8,1.0,0.0007607731386087835,0.9932170510292053,0.03959276154637337
